user_id,survey_age,survey_army,survey_region,survey_family,survey_family_monthly_income,gender,annual_income,total_assets
u0048,28,0,제주,2,7634152,F,25810324,25480836
u0049,30,0,울산,4,3826730,F,33343220,20105926
u0050,24,19,대전,2,4309150,M,26350347,17458223
u0051,30,0,광주,3,3246528,F,55213424,22944266
u0052,25,0,제주,2,2282540,F,57564198,0
u0053,32,0,충북,3,6077617,F,11736077,17105707
u0054,20,0,광주,2,5334530,F,42531872,15524780
u0055,27,0,경기,1,5015731,F,46303961,17130803
u0056,28,0,경북,2,2899915,F,42515822,14123764
u0057,28,20,강원,6,7459935,M,28102638,19318554
u0058,19,19,경북,2,4244964,M,33070853,9253970
u0059,19,19,전북,4,5800439,M,27020704,26295234
u0060,21,20,경남,2,2818157,M,30956831,19736497
u0061,32,21,충북,2,4714212,M,21480419,16506858
u0062,33,19,경북,3,5437061,M,34622534,8024834
u0063,21,0,인천,3,5490612,F,17966379,23153168
u0064,19,21,인천,6,5231972,M,33598385,17066596
u0065,30,18,충북,5,5741783,M,21017019,7445166
u0066,25,0,광주,4,3304219,F,38481796,14433384
u0067,22,19,전남,4,5296058,M,27846965,21290826
u0068,28,0,전남,3,5170636,F,39486964,20515735
u0069,31,18,대구,3,5347509,M,48978968,19870089
u0070,20,0,경남,5,5108517,F,55073363,15925313
u0071,28,0,강원,4,3090180,F,5663944,25258195
u0072,23,20,울산,4,3023300,M,25989670,27377965
u0073,24,21,광주,2,1678597,M,32362967,22373226
u0074,27,0,충북,1,6226301,F,41523933,9125487
u0075,22,0,대구,5,6241486,F,16195745,4419382
u0076,20,0,경남,3,6265325,F,24214891,9560602
u0077,23,0,광주,3,5460184,F,37564286,34536567
u0078,21,20,대구,2,1800321,M,37018658,17816959
u0079,20,19,제주,4,3459934,M,40531420,36264418
u0080,30,18,충북,1,5255623,M,41324108,13798016
u0081,19,0,광주,4,5203277,F,40063133,12411863
u0082,28,0,제주,2,4665877,F,38323863,14259434
u0083,20,19,서울,5,5553375,M,36668877,14078259
u0084,24,20,제주,4,5017477,M,43977157,7263490
u0085,26,21,대전,2,5181155,M,9128128,3511517
u0086,31,21,충북,4,4041402,M,54532001,20013366
u0087,21,0,제주,3,6473016,F,9546215,25549007
u0088,29,0,제주,2,4353842,F,23050058,39449813
u0089,33,0,인천,5,3004026,F,33278870,10662870
u0090,27,19,인천,3,3843501,M,44071354,11473445
u0091,33,19,제주,3,4477300,M,5000000,7287707
u0092,30,0,강원,2,6491004,F,35662508,26257274
u0093,27,0,부산,3,4936598,F,45508740,23149874
u0094,20,0,인천,5,4720777,F,47934217,6230654
u0095,26,0,경남,3,3127004,F,27632044,5978019
u0096,28,18,부산,6,6178223,M,32389976,24525147
u0097,29,0,서울,5,4022071,F,28606222,18831961
u0098,30,20,충북,2,4849958,M,31287904,22583887
u0099,23,19,전남,2,7220274,M,23618081,6172315
u0100,22,18,전남,5,5763144,M,25328974,0
u0101,28,19,대구,3,2557618,M,41212523,6250349
u0102,23,0,전북,1,2345734,F,37579384,21877667
u0103,22,21,강원,3,4903534,M,41899038,36110579
u0104,34,0,대전,4,3180889,F,38568172,10705360
u0105,26,0,전북,4,5972820,F,44452063,37758558
u0106,22,18,울산,2,5063394,M,46538567,23298197
u0107,31,18,부산,2,5248077,M,15099400,1069676
u0108,28,0,대전,5,3939885,F,25748284,17140338
u0109,30,19,경북,4,7612075,M,33223488,23639742
u0110,31,20,강원,4,9263890,M,35727869,0
u0111,32,21,강원,4,4582122,M,27958913,21444511
u0112,34,20,인천,3,5529558,M,46944284,26727211
u0113,24,0,대전,4,5146126,F,59759380,18988681
u0114,20,0,경북,3,4610469,F,38233943,14382787
u0115,23,0,광주,2,3751894,F,37012092,13270734
u0116,24,0,경기,4,3372548,F,46193475,12686776
u0117,23,0,강원,3,3296604,F,13609922,3240201
u0118,30,18,부산,6,5607860,M,36341627,8124761
u0119,20,0,전북,3,4220488,F,47748429,10834059
u0120,32,0,제주,5,1132560,F,28282152,16134943
u0121,25,0,전남,5,5667287,F,21281273,9431852
u0122,22,0,울산,2,4942608,F,33770332,6308707
u0123,26,20,제주,4,7020009,M,35271774,22597708
u0124,25,18,울산,3,5559683,M,25096172,18706139
u0125,25,20,충남,5,2781989,M,61153935,9607704
u0126,27,19,경북,3,1655485,M,30255643,20062784
u0127,19,0,경북,4,3920791,F,22156087,10468421
u0128,28,0,전북,3,4062338,F,34876544,15630650
u0129,24,20,서울,2,6414738,M,46894327,24750440
u0130,24,0,서울,2,4986693,F,36208970,8962589
u0131,24,18,전북,3,6700532,M,41827127,3275883
u0132,31,21,인천,4,3012750,M,25541872,13548654
u0133,30,21,광주,4,6447896,M,53852261,1365349
u0134,24,21,경남,4,6081483,M,42740532,12225514
u0135,30,0,인천,3,1972648,F,48572418,12193625
u0136,28,18,울산,3,6983926,M,40381927,0
u0137,25,0,제주,1,5140187,F,45898608,20306351
u0138,32,0,제주,4,5588066,F,25523369,13173102
u0139,28,20,대구,6,3702655,M,30103074,26818964
u0140,24,0,울산,3,6912870,F,52157767,17155319
u0141,19,0,전남,1,3221221,F,54716903,22356085
u0142,21,21,강원,2,6248138,M,22235212,26900387
u0143,20,21,대전,4,6230911,M,38996832,13682829
u0144,24,21,대전,4,3538748,M,30828674,14991768
u0145,26,19,제주,4,7975060,M,27635622,0
u0146,21,18,강원,3,5347292,M,39418076,27395377
u0147,28,0,강원,4,5980838,F,49691555,13543026
u0148,26,0,울산,4,2709318,F,41419949,4942694
u0149,26,18,대전,3,8176595,M,32165850,22397224
u0150,23,18,대전,3,3163164,M,42178334,0
u0151,26,0,충북,2,6537329,F,31680285,10707257
u0152,24,18,제주,3,3507842,M,40945371,24083110
u0153,23,18,충남,5,4071516,M,52757588,10622781
u0154,27,19,제주,3,6183131,M,11074084,7820780
u0155,32,0,전남,4,6541329,F,45567027,10838452
u0156,25,20,전남,4,3093073,M,17531340,0
u0157,26,0,대전,2,6635708,F,50739932,22154784
u0158,19,0,강원,4,6567470,F,28355692,13771139
u0159,29,19,서울,3,3593069,M,21387943,12276753
u0160,20,0,광주,3,7397971,F,44343230,12313313
u0161,26,21,제주,2,2814713,M,40370040,15140797
u0162,30,0,대구,3,4062841,F,24009757,21534373
u0163,27,0,전북,2,5718503,F,20964002,14479364
u0164,22,0,강원,2,3719650,F,33750222,1383634
u0165,34,19,충남,3,5395728,M,21550956,20755161
u0166,30,0,대전,3,5361614,F,23262324,19985696
u0167,34,18,경북,5,4719388,M,37387449,17055269
u0168,28,19,부산,3,6248600,M,24409540,25752413
u0169,29,18,경남,4,4657458,M,41118471,15303786
u0170,28,0,전남,3,5347311,F,53881723,26113760
u0171,32,0,울산,4,6719707,F,34217335,29072110
u0172,27,19,제주,3,6186029,M,37561812,20823128
u0173,22,0,울산,5,6179025,F,60217160,7520663
u0174,28,18,전남,3,3276230,M,21748786,13692142
u0175,34,0,광주,4,5787188,F,50294822,27388560
u0176,28,21,강원,3,3682251,M,48850291,23721
u0177,28,0,경북,2,3077877,F,46251808,11080463
u0178,27,18,광주,4,4892440,M,51500974,11570351
u0179,29,0,서울,1,3643557,F,39366899,6347893
u0180,25,19,경기,3,6185926,M,29004846,23728789
u0181,20,21,인천,2,6221803,M,49134879,18768150
u0182,27,19,전남,4,2146060,M,49594106,7889416
u0183,22,0,부산,6,3757546,F,49263766,21055129
u0184,26,0,인천,3,2810319,F,36534024,13415837
u0185,32,21,경북,4,4306056,M,27405665,6098054
u0186,25,0,전남,3,5682763,F,38296347,7870815
u0187,31,0,경기,3,4636567,F,47306760,19360510
u0188,33,0,부산,5,4115361,F,48292221,24390098
u0189,34,0,제주,5,6950264,F,30843886,10132317
u0190,25,20,인천,4,1542714,M,39784474,20444413
u0191,26,20,부산,3,6855307,M,20294660,30817541
u0192,19,0,광주,3,4183567,F,47819401,2411294
u0193,23,0,대구,2,4882836,F,26600294,18556698
u0194,20,0,충북,3,4208954,F,45423064,23306556
u0195,20,20,부산,3,7314332,M,22208345,14048501
u0196,33,19,경북,4,3153532,M,48376990,27382832
u0197,19,0,경기,5,5017604,F,39862022,36988370
u0198,23,0,제주,3,5791157,F,26623707,18433553
u0199,20,0,광주,1,2583495,F,44296276,12664102
u0200,22,0,충북,5,3620152,F,28915659,24769828
u0201,21,0,광주,2,4777732,F,44994660,23420688
u0202,21,19,서울,4,3670002,M,32710662,0
u0203,20,21,대전,1,3776612,M,15347434,14972644
u0204,31,0,전남,3,4475206,F,24211005,11054005
u0205,24,0,울산,6,5974371,F,30835023,18967056
u0206,20,21,서울,2,4485923,M,52418268,13063417
u0207,32,21,경기,3,6617639,M,46813723,14148239
u0208,32,0,강원,3,3503363,F,55486336,6367872
u0209,26,21,전북,5,3122116,M,55843622,22345292
u0210,26,18,경북,5,7889518,M,29582990,31550422
u0211,31,0,경북,2,4013062,F,33738157,6523280
u0212,32,0,강원,2,3033631,F,31064640,1029449
u0213,30,0,울산,4,2386919,F,27941872,15200032
u0214,23,20,광주,3,6612655,M,13902063,14713443
u0215,28,0,대구,4,4488043,F,35823027,26709327
u0216,25,18,경남,1,4619435,M,20573212,2708050
u0217,22,18,전북,2,4761197,M,35589937,9620448
u0218,19,0,경북,4,6519414,F,61389249,0
u0219,29,0,경기,2,4730705,F,29887858,28749836
u0220,20,0,경북,5,8516080,F,38337288,17505446
u0221,28,0,울산,2,5200640,F,46879780,10365670
u0222,28,0,충남,2,6592677,F,39363495,1777285
u0223,22,18,충북,6,6207859,M,39509810,2695239
u0224,19,18,충북,3,4945329,M,31651170,19142668
u0225,33,20,강원,4,4119543,M,33217464,3925749
u0226,31,18,경북,2,5497945,M,24479873,16040054
u0227,26,0,대전,4,5765148,F,46152540,35429448
u0228,27,21,전북,4,4141120,M,15102100,11524123
u0229,22,0,경북,3,5249508,F,47653060,5385555
u0230,28,0,충남,4,6854307,F,19155619,18820072
u0231,21,0,경북,4,8104921,F,47551287,2742082
u0232,20,0,광주,3,6281553,F,31754189,32199845
u0233,23,0,경남,4,7794139,F,21217575,29036196
u0234,32,19,강원,4,4055938,M,42951583,13358283
u0235,21,21,대구,2,6052823,M,47145210,6027068
u0236,28,0,전북,3,7007779,F,30743056,10742301
u0237,25,19,전남,3,3655500,M,44647326,12043343
u0238,29,21,전남,3,4271614,M,8578986,18835671
u0239,24,0,울산,4,7606857,F,20152844,25396323
u0240,34,21,부산,3,3537351,M,51508907,4634873
u0241,19,0,대구,5,2988304,F,33315968,25109095
u0242,30,0,경남,3,7291972,F,13653440,21176856
u0243,26,0,전남,3,6795144,F,27613605,9922105
u0244,20,19,전북,4,5648180,M,24919194,4132881
u0245,23,20,경남,3,4931433,M,34008459,16162327
u0246,27,0,부산,3,4342213,F,31550988,4404115
u0247,26,18,광주,2,5422923,M,38147180,25236808
u0248,20,0,울산,3,7369710,F,35166407,3761172
u0249,27,0,충남,3,5357849,F,52316871,20477061
u0250,34,0,충북,6,8250438,F,41094583,14193836
u0251,23,21,충남,3,3653087,M,41492059,9393751
u0252,28,20,충남,5,4970478,M,49981885,13971684
u0253,32,0,충남,4,4440411,F,31334774,25799831
u0254,24,18,경남,3,3372287,M,20857470,3077425
u0255,31,20,충북,3,4770374,M,50483643,10878434
u0256,21,0,경남,4,5625993,F,37630100,7482564
u0257,31,0,경남,5,5786345,F,37672214,14613828
u0258,21,0,경남,2,8255678,F,28400040,8153191
u0259,28,0,전남,3,5696701,F,28597736,0
u0260,26,20,경북,3,6725205,M,46160668,4448624
u0261,29,0,서울,1,5099141,F,47815869,31377550
u0262,28,0,전남,4,7517083,F,45405880,17467282
u0263,28,18,충북,5,8597673,M,45515539,17123620
u0264,33,0,경기,3,5796627,F,42828354,12173876
u0265,30,0,서울,4,3511011,F,37578272,14483745
u0266,20,0,서울,4,4176792,F,33895443,10701880
u0267,29,0,경북,3,5422901,F,50523886,20269285
u0268,30,0,경남,2,5684747,F,31515349,16008088
u0269,30,21,제주,4,6047637,M,40439750,3287317
u0270,20,20,전북,5,5690296,M,26351844,17537245
u0271,31,0,충북,4,5010477,F,28088411,0
u0272,23,0,강원,1,4045702,F,33166145,19138591
u0273,24,0,대전,2,5601707,F,26352739,906431
u0274,30,0,대전,2,7782481,F,45574221,14039449
u0275,20,0,전북,4,6529892,F,19823588,3053723
u0276,33,0,경기,4,5802055,F,37190755,15028231
u0277,23,0,경남,2,6544350,F,37590097,20782785
u0278,25,0,인천,4,4443403,F,14270405,30028270
u0279,28,0,강원,4,4237602,F,30707714,0
u0280,28,0,제주,4,3878322,F,39068394,24754729
u0281,26,0,인천,6,4812070,F,41144735,16311527
u0282,30,21,경북,2,4366991,M,33548313,10493328
u0283,34,21,부산,5,6812412,M,44122658,22598565
u0284,25,21,충남,2,4287014,M,34688204,12640751
u0285,26,0,경남,3,3795917,F,36163834,22175305
u0286,32,18,강원,5,7913865,M,39019846,5077302
u0287,30,19,제주,5,4322937,M,47123995,8670029
u0288,27,0,전북,3,5230292,F,27891383,24436000
u0289,34,21,울산,4,5676984,M,30158137,29854005
u0290,33,0,인천,4,3294960,F,27973242,14649681
u0291,23,19,경기,4,6853225,M,32013627,0
u0292,31,19,경남,2,5955678,M,53114811,13009507
u0293,23,0,경기,4,7337576,F,42872703,15324261
u0294,29,20,강원,3,3981167,M,22426923,12672266
u0295,28,21,경북,3,5148688,M,28794636,18363385
u0296,22,0,서울,3,5059033,F,40473206,10230900
u0297,31,0,울산,3,5395832,F,25121906,23388708
u0298,27,21,광주,5,2818077,M,27295919,3332867
u0299,23,0,울산,3,5166254,F,52139515,27368487
u0300,32,21,전북,6,2860304,M,28639492,30500788
u0301,20,19,경기,2,5537501,M,47456001,5869402
u0302,33,0,부산,4,1807026,F,51063878,5864001
u0303,28,0,전남,4,2222619,F,27198454,19106953
u0304,26,0,경북,4,6227823,F,25320449,3127795
u0305,33,0,충남,4,4179742,F,32686414,10073971
u0306,25,0,인천,4,3518212,F,22936467,26025269
u0307,26,0,인천,5,6906268,F,37452406,22376067
u0308,30,18,부산,4,5491439,M,33532177,34801963
u0309,34,0,대구,2,6308135,F,40326960,16707841
u0310,21,19,제주,4,4750636,M,52763321,8891619
u0311,33,21,충남,3,9019443,M,45809819,15512435
u0312,33,21,경북,3,4093229,M,41870877,13494116
u0313,34,21,경북,5,7616743,M,12407419,13634428
u0314,22,0,전남,3,4907950,F,41320511,14761962
u0315,23,0,강원,4,2518234,F,56671531,5682332
u0316,24,0,전북,3,5724273,F,5000000,17822177
u0317,19,19,경기,1,5472143,M,44272590,913367
u0318,22,21,대전,3,3423017,M,34087697,7831733
u0319,29,20,충북,2,3616671,M,25802459,13811212
u0320,30,21,부산,4,4962953,M,45613543,0
u0321,28,0,부산,3,5524621,F,56516470,22689915
u0322,31,0,울산,3,1294005,F,45302768,0
u0323,23,0,강원,2,6579682,F,31545696,21695876
u0324,25,18,강원,3,4258253,M,24678362,2071907
u0325,31,0,경북,4,3002378,F,37735531,10950813
u0326,23,0,대전,2,6411599,F,46478031,20191306
u0327,34,0,충북,4,4964573,F,31355363,36981395
u0328,31,0,제주,5,6824248,F,32515404,16164519
u0329,31,20,강원,4,5656928,M,69864002,0
u0330,19,21,경북,4,4997728,M,48943823,24536951
u0331,29,20,경남,2,4770905,M,49801544,12680815
u0332,25,0,서울,3,5724069,F,18476569,15699066
u0333,26,21,경기,5,4379703,M,27513735,20578630
u0334,31,18,전남,4,3721141,M,36896179,0
u0335,25,21,제주,4,5914863,M,23986349,15065368
u0336,29,20,전북,4,4783268,M,55204767,10903061
u0337,34,0,서울,3,5050351,F,52923747,27218349
u0338,32,0,전남,1,6634069,F,29597455,22271137
u0339,31,18,대구,4,4829185,M,57407023,0
u0340,33,19,전북,4,5022550,M,35948974,27626258
u0341,22,18,제주,3,4100525,M,67072676,19495250
u0342,26,18,경기,5,5646109,M,37736233,0
u0343,34,18,경남,3,5524741,M,42914313,15557531
u0344,33,20,충남,3,6351162,M,52798841,25348261
u0345,23,18,광주,5,4131306,M,51331600,2859561
u0346,28,0,경기,4,4313274,F,42128784,28775773
u0347,27,0,제주,3,6188206,F,34306316,0
u0348,30,21,경기,2,5378319,M,42169592,7087728
u0349,30,18,대전,2,3640672,M,26205789,5571291
u0350,28,0,충남,4,6959831,F,37825604,28769337
u0351,23,0,서울,3,2452324,F,22688309,10089838
u0352,34,0,충북,4,6176427,F,14629420,3371829
u0353,34,0,울산,5,3102181,F,36605121,19452108
u0354,19,18,경북,4,7828682,M,51147334,21611809
u0355,30,21,대전,3,2683100,M,47109655,21675360
u0356,27,0,경기,4,6728375,F,35017052,12286608
u0357,30,21,울산,3,4877548,M,56963876,17545343
u0358,23,0,경북,2,4450096,F,29171263,8497669
u0359,24,0,전북,1,5278094,F,12986008,31748016
u0360,22,0,충남,3,5947850,F,9814784,26442051
u0361,24,19,전북,5,3643399,M,21825708,25829568
u0362,30,0,전남,2,3776318,F,45799496,22941159
u0363,26,18,인천,2,5974407,M,28382367,20197333
u0364,21,0,울산,6,2438985,F,41531503,2556375
u0365,23,0,부산,1,4123656,F,55755400,21333012
u0366,20,20,대전,4,9561030,M,22798836,16142652
u0367,32,0,경남,3,3547980,F,41741996,27633640
u0368,20,0,대전,1,6721704,F,42467556,23074191
u0369,31,18,제주,5,4121073,M,25671144,20503804
u0370,25,18,부산,2,5763567,M,52250531,0
u0371,28,21,경북,4,5981533,M,32547515,14109994
u0372,31,19,인천,3,6693435,M,31394964,9421077
u0373,34,18,강원,2,4699619,M,61339358,17523659
u0374,28,0,강원,1,7983326,F,42273200,10844517
u0375,32,20,전남,2,4115995,M,47103486,12240542
u0376,29,18,강원,2,5351330,M,52258715,19590339
u0377,28,0,강원,4,5367915,F,28194312,10678618
u0378,24,20,서울,3,3317047,M,50997853,16215915
u0379,22,0,부산,3,4571191,F,29977270,0
u0380,23,21,전북,3,5242270,M,29464519,6675985
u0381,19,19,경남,5,4351818,M,32736000,21560435
u0382,25,0,인천,5,8661385,F,28535221,2698078
u0383,26,0,전북,4,3742064,F,45865877,27457250
u0384,27,0,경기,5,6769136,F,39206527,24743993
u0385,26,0,대구,3,6284689,F,30105307,12317700
u0386,23,0,경북,3,4979206,F,44094060,44987341
u0387,34,18,대전,4,3702186,M,32697810,27431035
u0388,21,19,울산,4,3847617,M,32063155,5507204
u0389,28,0,강원,3,4223049,F,36584206,22461740
u0390,29,0,전남,3,2321388,F,41561524,15658630
u0391,27,0,울산,6,3494801,F,40678171,7232879
u0392,33,18,대구,4,2776285,M,31641009,4300908
u0393,24,20,대전,3,7018812,M,46165334,24948933
u0394,33,0,광주,4,5927693,F,33331270,9020545
u0395,23,19,경남,3,6178961,M,28140186,13981236
u0396,31,0,전남,2,5883247,F,18383740,5789740
u0397,21,0,전북,3,5250451,F,47798141,7518420
u0398,24,18,충북,3,7191020,M,36148680,13730707
u0399,21,0,인천,1,4083856,F,38530468,18881822
u0400,28,0,서울,4,5160004,F,48549634,0
u0401,30,21,제주,3,6120588,M,30271125,15169197
u0402,24,0,경북,4,3018186,F,19507209,7538789
u0403,22,0,전남,2,9644883,F,36837368,29023626
u0404,33,0,울산,2,5042848,F,39695538,44427526
u0405,20,20,강원,5,5212984,M,32845811,11407209
u0406,34,0,부산,4,6885317,F,53684850,0
u0407,26,19,울산,6,6372432,M,6166001,16168769
u0408,22,18,대전,6,5057117,M,49440679,12945706
u0409,27,0,광주,3,5195194,F,45493843,34713506
u0410,25,19,전남,3,2743777,M,41481249,31665893
u0411,30,18,인천,5,4165301,M,5000000,23653749
u0412,20,0,부산,6,5775815,F,51406665,9133059
u0413,22,0,충북,4,5665839,F,23682790,21777665
u0414,23,0,대전,4,6831748,F,29907696,17650063
u0415,21,0,광주,4,4819248,F,33952888,17413232
u0416,27,20,제주,3,2919070,M,40889016,0
u0417,31,21,부산,4,6585095,M,43673136,25617953
u0418,23,20,충북,4,7154134,M,46714086,16078083
u0419,20,0,울산,4,6347366,F,45790242,13991586
u0420,29,0,대전,1,4754549,F,39035126,8998435
u0421,21,0,전북,3,6566579,F,40991071,7063835
u0422,32,0,경남,2,10143365,F,22910955,18172585
u0423,33,19,경남,2,5172728,M,26987678,0
u0424,27,19,충남,5,3032394,M,46745522,22894987
u0425,25,18,경기,1,4120572,M,46046513,4458945
u0426,20,0,충남,2,5938214,F,44685592,0
u0427,27,20,충북,3,2592793,M,29826998,33218953
u0428,32,0,광주,4,5254104,F,46925905,6419129
u0429,22,18,경기,3,5570504,M,22065066,7778408
u0430,31,20,경기,2,7302682,M,48928317,26345383
u0431,27,19,전남,2,6965292,M,32869550,33544309
u0432,33,0,서울,2,6296877,F,56210044,0
u0433,31,0,광주,3,1755981,F,17742694,5438319
u0434,20,18,경기,3,6381579,M,57160848,6173211
u0435,33,18,울산,5,6058270,M,31662428,24348016
u0436,30,0,제주,3,5383916,F,31446248,31391321
u0437,28,20,대전,2,2404666,M,38338065,4197474
u0438,34,0,대전,4,3834839,F,27635053,29147453
u0439,30,0,충남,3,3249765,F,35132051,7909658
u0440,22,21,울산,4,1977487,M,27148484,18361229
u0441,23,20,서울,3,4995627,M,27587237,2285463
u0442,20,0,인천,4,3803266,F,41842631,13780695
u0443,28,21,전남,4,8937958,M,25181214,13888872
u0444,19,20,경남,5,4746842,M,26781669,11848416
u0445,25,0,서울,3,6940629,F,19526505,18849709
u0446,34,0,대전,3,2646351,F,29952831,4929691
u0447,28,0,경북,3,4204865,F,51739224,6162767
u0448,19,0,전남,5,5145346,F,25848796,19378721
u0449,34,19,인천,5,3637769,M,27220400,28420353
u0450,29,18,서울,2,4366698,M,38327063,14771863
u0451,29,0,경기,2,4673073,F,31550442,20036707
u0452,26,0,전북,3,4649138,F,62737853,22580800
u0453,21,20,인천,2,7782677,M,34049664,23305051
u0454,32,0,전북,3,5567339,F,40022620,5464752
u0455,28,19,대전,2,5719265,M,47325225,7229897
u0456,24,20,전남,4,5809482,M,47094934,8099254
u0457,25,18,울산,5,5918939,M,38799450,34286338
u0458,28,20,강원,6,4875669,M,34066470,20081929
u0459,19,21,전북,3,4518880,M,60288342,19633157
u0460,32,18,전남,4,5250224,M,34802876,18662357
u0461,24,21,충남,5,6735205,M,30699718,1792065
u0462,25,0,경기,2,6689357,F,28249812,34381904
u0463,24,0,경기,4,4639402,F,15278361,19791875
u0464,22,0,강원,3,6151765,F,45859389,22231601
u0465,19,0,제주,2,4708123,F,7823179,0
u0466,29,19,충북,3,5050805,M,35931325,22796438
u0467,27,19,충남,2,4289714,M,33541672,11437875
u0468,22,0,경남,4,4727532,F,62879582,1772170
u0469,25,20,제주,3,7011995,M,14020185,5462363
u0470,25,0,전북,3,5138631,F,25186760,2351057
u0471,20,21,전북,2,5202923,M,34366842,2182158
u0472,19,0,경남,5,2829173,F,33629647,15605478
u0473,26,21,경북,3,4536134,M,29405464,11132372
u0474,26,0,대구,4,4638027,F,35028145,18340693
u0475,25,0,전북,4,3756284,F,20885247,31759758
u0476,32,0,제주,3,5032498,F,40286314,13704962
u0477,33,18,부산,2,4356226,M,8142175,0
u0478,33,0,광주,4,5119993,F,35690767,12580417
u0479,33,0,서울,2,5182254,F,28795719,26933944
u0480,33,0,대구,2,3566368,F,48195455,14140605
u0481,26,0,서울,4,4401947,F,57063732,30293306
u0482,34,0,전남,2,5116061,F,32027373,19529415
u0483,21,21,대구,3,6776449,M,52688711,0
u0484,29,0,제주,3,5385078,F,32206604,16095822
u0485,20,0,전남,3,4007097,F,24406481,17970012
u0486,25,0,인천,4,5598507,F,56950843,25803558
u0487,26,21,울산,4,7561323,M,42249317,33196365
u0488,19,18,전북,4,6375059,M,36053262,24077255
u0489,30,0,제주,4,5821289,F,44246129,19404797
u0490,28,0,경남,3,6088385,F,39290580,21761882
u0491,34,18,전북,3,7159931,M,35169367,13319931
u0492,27,0,광주,3,6613440,F,20082782,371221
u0493,33,21,광주,3,5850140,M,32753559,15414960
u0494,31,20,전남,6,6602963,M,43479065,18652903
u0495,33,18,서울,4,3377523,M,34526742,2963423
u0496,29,18,강원,2,2746602,M,46827909,28266216
u0497,22,0,전남,1,5235647,F,40603860,25054110
u0498,34,21,인천,1,5103021,M,25462364,1282385
u0499,34,0,충북,2,4184134,F,20169936,28658322
u0500,32,0,제주,2,6238779,F,34113858,11916856
u0501,30,0,광주,3,2205704,F,29709258,7215084
u0502,32,0,부산,5,4197841,F,40035861,25792776
u0503,22,21,경남,4,4272566,M,27382348,14489455
u0504,21,0,전북,2,2545547,F,28615292,33991853
u0505,24,0,전남,3,7242096,F,48636836,6471119
u0506,19,18,서울,3,2961198,M,37778435,0
u0507,24,0,경기,4,4117489,F,27567275,12195617
u0508,20,0,경남,4,6361969,F,36211701,22892224
u0509,27,0,부산,5,5969068,F,52546934,5728570
u0510,20,0,대전,3,3337737,F,39525440,1698996
u0511,25,0,서울,4,6023733,F,43115409,17289274
u0512,30,21,제주,2,5434676,M,26973185,363127
u0513,19,0,서울,4,8499553,F,48317032,18066926
u0514,30,0,경기,2,5605910,F,63817227,11593769
u0515,25,18,인천,3,4788137,M,26502388,19944664
u0516,23,20,경기,4,3715247,M,21817272,1161711
u0517,26,20,충남,3,3883634,M,38106506,27981631
